row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
571,42,E,8448,25252,2478,27848,1637,20,7
572,16,D,2610,4356,487,37294,851,11,2
573,29,A,5319,10378,1347,21894,1339,18,4
574,55,B,7776,19360,1290,41339,1614,19,7
575,42,C,3492,11036,676,19327,1653,16,2
576,34,D,1851,2840,463,37250,1274,14,1
577,40,A,5218,27018,1046,36226,1492,18,4
578,47,A,5654,31121,1059,21282,1935,18,4
579,39,D,2499,5955,493,40932,1972,15,1
580,40,B,5811,31520,1159,22931,1600,14,5
581,55,B,7377,8015,1176,37460,2230,18,6
582,43,E,7607,38939,1874,24957,1318,16,7
583,38,A,4752,18094,1193,41705,2040,19,3
584,35,D,2176,5288,568,15815,1421,12,1
585,33,D,2196,2355,435,28909,1686,13,1
586,42,E,9068,48246,1735,19901,1579,16,8
587,50,E,7388,57718,2499,41779,2002,15,6
588,43,C,3360,6905,866,33819,2379,15,1
589,55,E,7619,70743,1628,16019,1374,22,7
590,30,A,5449,23812,1242,34944,1651,18,4
591,57,A,5243,30530,1204,40665,1408,17,4
592,41,B,7232,19858,869,41000,1547,18,6
593,65,D,3487,7319,495,30231,1268,12,3
594,37,B,6121,10575,1266,38974,1606,16,5
595,36,C,3512,9448,804,23355,989,14,3
596,48,B,7421,23706,1053,28837,554,20,7
597,29,A,4747,17821,927,40990,1477,14,4
598,49,C,3692,3093,748,33057,2263,18,2
599,48,B,9251,6611,1076,23050,1754,16,8
600,46,D,2644,6045,427,28399,1958,11,1
601,51,D,2708,7737,526,39932,1545,12,2
602,40,B,8421,35844,1121,36970,1659,16,7
603,59,C,3971,3452,824,26409,1596,13,3
604,46,C,4126,7759,721,18194,1370,11,3
605,39,C,3224,722,834,40862,1213,14,3
606,40,C,3804,8630,719,34802,1403,17,3
607,38,D,2300,4207,463,36630,1533,15,1
608,45,C,2928,9808,747,25976,1373,14,2
609,46,A,5726,25464,1072,30353,1659,19,5
610,24,A,4547,30797,1461,22246,1031,16,4
611,49,A,4297,22933,1285,16146,2043,16,3
612,28,D,2649,7030,573,17476,1736,14,1
613,38,C,3623,1963,837,21737,1692,15,2
614,56,A,5517,29442,766,32588,1617,15,4
615,41,B,8269,29083,996,32373,1297,14,7
616,22,E,6775,12314,1435,29904,1451,20,6
617,37,E,8966,64121,1770,21803,1716,17,8
618,47,E,8887,93379,1483,35081,1738,17,8
619,41,B,6055,16964,1176,22517,1254,19,5
620,41,D,2139,3895,426,35141,1846,13,1
621,47,E,8517,74159,1718,38007,1623,19,7
622,58,D,2140,5381,444,35513,1955,15,1
623,43,C,3288,4890,636,28214,1922,9,2
624,42,A,3984,12545,667,16918,1859,15,3
625,46,C,3356,3842,962,40570,2163,13,2
626,58,D,3080,7310,601,36309,1691,15,2
627,48,D,2741,5125,482,29340,1742,12,1
628,39,B,5890,5308,1164,34673,1193,21,5
629,43,C,3469,3293,880,17766,1280,14,3
630,52,C,3023,12360,799,32916,1430,12,2
631,22,B,8707,29071,1380,32253,2270,21,7
632,33,B,8864,28835,1121,36824,1907,18,7
633,61,C,3428,2593,713,38621,1933,12,2
634,45,A,5545,16113,1003,31173,1267,15,5
635,36,A,4920,16337,960,20349,1574,17,4
636,45,C,3589,8173,826,16352,1882,14,2
637,36,B,9401,34912,1090,22961,1205,14,9
638,29,B,5075,12236,1079,36592,1932,13,4
639,40,E,8331,66977,1388,21409,1599,20,7
640,33,B,6701,19908,1136,30041,2079,16,5
641,30,A,4594,19081,1109,26495,1454,15,4
642,39,B,9627,29865,1265,20188,1540,17,9
643,57,B,5624,22170,1247,42035,2172,18,4
644,29,E,8652,65765,2437,23982,1854,19,7
645,50,D,1928,3298,521,28587,1508,14,1
646,46,B,7847,18996,1145,27999,1937,19,6
647,34,B,5940,18222,1238,19603,2118,18,4
648,55,E,7812,45165,1818,40869,1544,18,7
649,21,B,6267,23788,1247,29644,2022,21,5
650,42,E,7827,58236,2068,35687,1475,17,7
651,29,D,3051,7425,508,24987,1504,13,2
652,22,C,3210,3938,669,32413,1539,11,2
653,43,B,5655,18967,1088,34261,1943,18,4
654,41,B,5734,9612,1213,17242,1393,19,5
655,46,D,3207,6603,453,25701,2092,12,2
656,43,E,8847,6878,1292,37917,2448,18,7
657,45,A,4738,27498,1209,24926,1781,18,3
658,36,A,4290,26565,1149,41517,1408,12,3
659,49,C,3577,6901,867,41179,1947,13,2
660,25,A,4438,28893,1043,27332,1955,11,3
661,43,C,3739,11153,864,41753,1582,16,3
662,43,A,4570,34640,594,16093,1510,18,4
663,40,E,8502,54380,1791,21378,1610,20,7
664,36,D,2788,6233,364,27793,1635,11,2
665,56,E,7753,79182,1888,36865,1859,18,6
666,25,E,8295,27536,1991,34124,1596,16,7
667,58,E,9154,69550,1737,40430,1706,17,8
668,34,C,3247,8312,909,18938,1623,15,2
669,48,A,4857,35066,993,36916,2197,16,3
670,46,B,7873,24096,1183,23460,1167,18,7
671,51,B,7886,32512,1272,20087,1992,19,6
672,52,A,4521,20042,918,29722,2256,17,3
673,40,C,3397,8395,792,41127,1536,15,2
674,38,C,4212,1782,733,36907,1944,14,3
675,21,D,2006,3420,452,38505,1460,12,1
676,30,D,2670,4844,542,25938,2208,14,1
677,28,B,8148,39446,1062,37253,1486,20,7
678,42,C,4261,3891,977,41344,1282,15,3
679,48,A,5726,21882,952,16615,1569,16,5
680,47,D,1352,2914,522,15716,1733,11,0
681,41,E,6003,42579,1402,30817,1595,20,5
682,16,E,7759,73343,1710,19949,1996,20,6
683,27,B,6484,15913,1050,36557,2134,16,5
684,41,B,7608,7675,1313,21203,1491,19,7
685,60,A,5805,33800,962,29761,1672,18,5
686,59,D,3248,5112,539,21329,2277,9,1
687,57,E,8028,40737,1562,23288,1642,18,7
688,39,E,7777,59885,1835,19025,2134,17,6
689,23,D,2889,6018,527,20035,1621,13,2
690,47,D,2384,3922,450,34408,1757,15,1
691,50,D,3099,4303,472,26502,1899,12,2
692,46,A,4732,19478,1015,18300,1457,16,4
693,35,C,3664,8045,976,31603,2008,17,2
694,49,C,3706,5360,783,29558,1277,15,3
695,35,E,6930,41318,1807,25281,1720,20,6
696,41,D,2031,4377,408,31201,1044,13,1
697,31,A,5905,19576,950,19494,1829,17,5
698,41,E,8621,84712,2464,25079,1663,18,7
699,30,C,3747,6815,777,24584,1782,14,2
700,20,C,3427,1830,815,24769,1763,14,2
701,48,D,2984,4914,533,16562,1464,15,2
702,49,E,8146,70477,1501,30929,1239,16,7
703,29,B,6936,24018,1052,24290,1450,18,6
704,45,D,2000,4013,473,31416,1351,11,1
705,36,E,8101,8238,1961,18977,1961,16,7
706,34,B,7455,2959,1264,36784,1108,14,7
707,31,D,1700,3634,379,40605,1486,15,1
708,59,D,3122,4807,438,24520,2000,13,2
709,42,B,7630,19776,1246,31965,1499,20,7
710,29,D,2781,3805,516,34205,1467,12,2
711,36,C,3286,6904,776,33030,1609,16,2
712,53,E,9509,72200,2125,41030,1880,13,8
713,45,B,5756,8831,1137,40808,1388,17,5
714,49,C,2916,10454,644,18828,1948,15,1
715,47,B,6784,27785,1143,18813,2103,20,5
716,35,B,7248,14643,988,31648,1719,17,6
717,59,E,8666,25293,1404,24422,2022,18,7
718,35,C,4054,5913,707,37591,1699,13,3
719,49,D,2595,5289,480,26517,1799,11,1
720,35,A,4897,36527,1010,23952,1318,16,4
721,48,E,6364,32306,1169,36147,2063,16,5
722,51,D,2671,6090,593,20717,1541,14,2
723,52,B,7664,26829,1292,40891,2166,20,6
724,29,B,8551,8066,1193,25011,1692,16,7
725,49,C,3430,1797,633,19191,2171,17,2
726,43,C,3380,701,727,16034,806,15,3
727,43,D,1707,3917,582,32094,2079,12,0
728,49,E,7647,34742,1842,30548,1522,18,7
729,34,E,6936,46897,1943,41446,1909,18,6
730,43,E,8427,106411,1987,32882,1263,17,8
731,41,D,1832,3871,496,28509,1986,13,0
732,65,C,4008,9274,877,34775,2562,16,2
733,44,B,6352,17803,1272,27550,1637,17,5
734,53,A,5214,15737,827,41010,1400,17,4
735,56,E,7823,18551,1763,19273,1398,23,7
736,33,D,2216,5479,488,25294,1380,11,1
737,43,A,4217,15024,946,26239,1382,16,3
738,45,E,8641,55492,1023,23118,1822,20,7
739,43,E,8993,32315,1787,19903,2328,18,7
740,52,D,1580,2326,408,26549,1575,15,1
741,32,A,5353,28685,989,29792,1814,15,4
742,29,C,3810,7187,867,28519,1885,14,2
743,40,C,4232,752,931,23172,1955,14,3
744,31,D,2851,6439,443,29999,1356,16,2
745,46,B,6122,17382,1284,20421,1650,17,5
746,47,D,2524,4690,550,34077,1522,9,2
747,27,D,2876,4305,446,28286,2028,13,1
748,32,E,9567,63492,1579,34134,1547,19,9
749,20,B,5840,19700,1393,18868,1695,19,5
750,34,C,3104,15772,697,40890,1776,13,2
751,7,E,7467,13635,1718,40154,2010,18,6
752,38,C,3492,10183,972,29123,1558,17,2
753,29,E,8617,50140,1370,41001,1721,17,7
754,36,B,5718,14402,1365,37122,1536,19,5
755,47,E,8317,60037,1734,38063,1653,17,7
756,54,C,3149,2069,961,20114,1726,12,2
757,45,A,4627,21661,937,38149,1483,16,4
758,33,E,7815,45270,2006,34423,1479,17,7
759,46,A,5314,28931,1212,41097,1675,16,4
760,45,D,3237,6053,514,23275,1941,13,2
761,37,D,3315,4650,509,35909,1372,13,2
762,52,A,4651,22251,972,32682,1791,17,3
763,54,B,7869,30292,1239,23623,1950,15,6
764,46,D,1985,4367,467,37874,1788,12,1
765,43,C,3397,5932,944,37316,1506,17,2
766,26,A,5026,26903,1160,41932,1404,18,4
767,35,D,2674,5182,436,21530,1373,14,2
768,36,D,1950,5311,472,40066,1871,16,1
769,52,C,3007,8165,759,33651,1824,14,2
770,35,A,5360,26805,782,30204,1416,15,4
771,53,B,5161,11169,1104,18917,1912,19,4
772,28,E,8243,86653,1734,20139,2074,16,7
773,31,D,1706,2171,506,28477,2330,11,0
774,34,A,5830,45548,1301,33450,2043,13,4
775,59,A,5811,16967,831,22634,1935,18,4
776,35,C,4409,8838,835,34300,1800,16,3
777,50,B,7291,17581,1331,37389,1969,19,6
778,48,D,2476,4220,487,24452,2478,15,0
779,34,A,5672,26193,1296,33993,2206,14,4
780,57,E,8075,46324,1254,24780,1880,19,7
781,41,A,3831,25239,1112,34816,1538,17,3
782,56,C,3541,17743,803,39977,1879,14,2
783,63,D,2251,1880,499,22760,1967,11,1
784,46,C,4088,12289,798,16622,2323,13,2
785,58,C,3986,11156,685,27881,1813,13,3
786,30,A,4313,27164,905,27764,1346,15,3
787,41,A,5523,32215,1267,20368,1247,17,5
788,45,E,8597,65961,1156,18711,1342,20,8
789,30,B,6415,13229,1082,41595,2065,17,5
790,54,D,2885,8153,414,18180,2112,13,1
791,34,B,6110,14194,1155,37854,1903,17,5
792,41,B,8168,27257,1143,27801,2217,16,6
793,23,D,1866,4699,407,25628,1936,9,0
794,44,D,2934,7452,525,38323,1689,11,2
795,46,B,8631,33730,1234,36987,1799,18,7
796,21,E,8550,76412,588,23366,2051,18,7
797,45,D,3105,4000,426,33219,1323,12,2
798,53,E,9310,49593,1983,40208,1459,24,8
799,54,B,7846,20530,1149,22765,1991,14,6
800,33,D,2545,3963,482,20363,2013,13,1
801,59,E,8393,15760,1667,31182,1752,17,7
802,49,D,1592,2725,503,17626,1557,14,1
803,39,C,3201,2817,841,18336,1324,16,2
804,57,B,8288,21024,1274,25425,2475,16,6
805,25,C,4040,5609,857,35358,1657,12,3
806,41,D,2466,4742,480,34815,1337,14,2
807,25,D,2257,4673,482,40176,1575,12,1
808,45,E,8318,17939,1697,37051,1351,22,7
809,47,E,8485,79238,1353,19627,1751,17,7
810,48,D,2073,3279,572,40149,1860,17,1
811,33,D,1984,2909,486,23967,1608,13,1
812,50,C,3882,11439,830,32767,1847,15,3
813,57,D,2579,4945,520,21874,2324,14,1
814,33,A,5018,23826,1187,20034,2023,20,3
815,51,A,4313,33572,1106,32318,1536,16,3
816,34,D,1750,2710,482,15627,1948,18,0
817,41,D,2952,6194,488,28787,2049,16,1
818,49,A,3674,23888,916,35820,1538,14,3
819,29,B,5023,19268,1180,38395,1597,18,4
820,41,C,3107,9095,649,35627,2090,16,2
821,60,E,8397,41789,1274,25237,1929,19,7
822,57,E,8152,31189,1906,19222,1533,19,7
823,38,C,3565,10104,821,19472,1589,12,2
824,58,B,8099,34665,1240,16931,1564,15,7
825,47,C,4250,6386,986,35297,1980,11,3
826,38,E,8649,58655,2297,24813,1187,19,8
827,44,D,2523,4715,468,20705,1926,11,1
828,38,A,4997,36750,812,37306,1810,15,4
829,36,D,1904,4797,456,28603,1769,16,1
830,45,D,2443,6181,463,20967,1654,13,1
831,72,B,7020,8230,1016,38190,1618,15,6
832,34,E,8324,30876,1760,41333,1590,20,7
833,52,A,5086,34383,897,30575,1837,16,4
834,43,E,6731,30508,1946,23719,1918,13,5
835,54,E,7148,35934,1918,41325,2066,17,6
836,46,C,3752,14284,658,38177,1380,13,3
837,44,A,4437,10931,1012,33173,1786,17,3
838,41,E,9141,52392,1937,19474,1735,19,8
839,47,E,8433,38783,636,38340,1760,16,7
840,50,B,5394,22285,1201,19353,1760,16,4
841,54,A,4806,26900,1017,23500,1391,16,4
842,47,E,8378,30579,1666,21374,1347,19,8
843,43,A,4715,17717,1314,32977,2424,16,3
844,33,D,2214,3277,517,19015,1591,13,1
845,38,E,6742,33871,2070,25278,1257,20,6
846,50,A,5434,30706,1075,38112,1772,19,4
847,45,D,1191,2643,445,16987,2338,15,0
848,40,A,5559,23211,1141,25903,1848,20,4
849,18,E,7908,69522,1481,38766,1801,19,7
850,27,C,3254,7635,765,16787,1517,14,2
851,22,C,3221,4445,838,41200,1738,15,2
852,35,E,8033,71124,1955,37680,1749,15,7
853,32,C,3505,8943,730,33192,1512,17,2
854,48,D,3155,4682,522,28378,1409,14,2
855,60,E,7038,37538,1759,28515,1588,22,6
856,51,C,3543,10502,835,17823,1544,17,2
857,48,B,5662,22068,1181,38763,2252,16,4
858,26,B,8914,26791,1109,32230,1109,18,8
859,37,A,4998,16641,1089,41400,1715,14,4
860,32,C,3392,4090,758,20152,1982,16,2
861,38,E,7524,54848,1391,31468,1064,16,7
862,40,C,2745,5812,893,21972,1992,13,1
863,38,E,8572,55474,1861,20683,1861,18,7
864,28,D,1332,2810,464,39883,1568,11,0
865,35,B,7601,17568,1268,26836,1477,17,7
866,54,B,6180,19819,1205,32092,2112,16,5
867,29,E,7668,30798,2016,16128,1478,17,7
868,42,A,3940,21081,888,26885,2107,18,2
869,38,E,7582,84148,1107,30920,1488,17,7
870,38,C,3836,11819,868,18071,1700,10,3
871,53,B,6292,18487,1358,23253,1011,16,6
872,30,B,6148,14776,1163,39260,1527,19,5
873,25,B,6786,19953,962,36900,1611,17,6
874,33,D,3234,2275,458,28521,1347,11,2
875,36,B,7435,16942,1168,40210,1424,16,7
876,37,E,8583,36545,1088,20999,1717,17,7
877,37,B,6817,30518,1319,15677,1776,18,6
878,34,D,2883,3415,479,35086,1182,10,2
879,57,C,4141,10318,891,28780,2237,13,2
880,36,B,8183,23936,1243,32386,1358,18,7
881,50,E,7629,64109,1280,22667,1584,17,7
882,52,C,3456,4784,550,38354,1448,14,3
883,49,B,8396,32325,1350,19803,1965,16,7
884,34,B,6213,15013,1342,41274,1926,18,5
885,32,D,2949,5547,483,16982,1595,14,2
886,36,A,3960,25009,1127,31999,1197,18,3
887,30,A,4839,22037,1250,37869,1690,15,4
888,40,C,3789,4174,1064,29752,1989,14,2
889,47,D,1680,4727,500,21680,2113,14,0
890,54,C,3276,6884,707,41670,1771,14,2
891,37,D,1920,3905,507,29015,1499,12,1
892,50,B,5016,15648,1216,41727,1946,19,4
893,23,A,4357,21095,1107,26645,1658,16,3
894,28,E,9371,92781,2645,18736,2104,15,8
895,31,E,7209,9631,1561,18397,1773,18,6
896,46,C,3429,11897,779,19435,1960,13,2
897,53,D,2986,2851,555,25906,1730,13,2
898,46,C,3550,5451,816,38146,1188,15,3
899,40,E,8645,21592,1885,26779,1874,21,7
900,28,A,4466,16058,935,20917,2242,17,3
901,39,A,5283,25549,1058,37375,1849,16,4
902,53,A,4975,20494,825,21644,1912,17,4
903,31,D,1830,3095,602,39402,1822,13,1
904,48,B,7531,29313,1305,20445,1963,16,6
905,39,D,3125,8008,523,42075,1434,13,2
906,58,A,5393,27240,871,23968,1846,14,4
907,57,B,4938,11679,1268,37957,2107,17,3
908,35,E,8049,63534,1606,28209,1565,21,7
909,27,D,2558,3316,518,30729,1786,12,1
910,28,B,7963,35131,1364,24614,1979,13,6
911,44,A,5913,18670,1346,20740,2291,18,4
912,32,B,6472,26868,1439,23327,1614,16,5
913,38,B,5840,11048,1246,33530,1224,21,5
914,40,C,3442,1109,662,18232,1912,14,2
915,44,C,3453,8625,936,41439,1017,15,3
916,53,C,3593,5890,650,16257,1609,12,2
917,23,C,4693,10283,765,19029,1954,13,3
918,55,A,5351,21149,1047,24924,1730,15,4
919,32,D,3137,3124,477,37082,1675,13,2
920,32,C,3452,8650,712,26169,1854,15,2
921,33,A,5526,29099,1152,33113,1978,14,4
922,45,D,2213,4215,450,18397,1691,12,1
923,59,E,7823,70569,1362,31177,1752,20,7
924,35,B,6857,20420,1080,19311,1457,18,6
925,41,A,4709,23069,1115,34719,2227,13,3
926,41,D,2193,4704,458,40868,1631,10,1
927,39,B,7341,18058,1190,37082,1756,17,6
928,37,A,5009,36702,1081,38286,1335,18,4
929,35,D,2640,8318,472,29923,1907,13,1
930,52,C,3478,7535,1023,18843,1350,14,3
931,23,D,3142,5742,505,27904,2273,14,1
932,37,A,4965,36759,796,24095,1609,18,4
933,34,A,4628,33293,859,41322,2086,13,3
934,28,E,9338,66444,1336,22097,2297,19,8
935,56,A,5597,35155,1155,18961,1439,16,5
936,38,B,6883,18750,1355,31004,2542,17,5
937,29,E,7856,21722,1319,41055,2265,19,6
938,33,E,8106,43818,1521,15994,1529,16,7
939,43,E,7824,28669,1721,17726,1694,17,7
940,35,C,3842,15380,875,36496,1519,16,3
941,23,B,6858,21484,1253,21917,1728,20,6
942,41,B,7346,21124,1228,31686,1552,17,6
943,34,B,6413,19622,1258,15888,1813,17,5
944,31,C,3115,973,822,21011,1200,12,2
945,27,B,6051,21604,1354,18720,1301,18,5
946,56,E,7522,10064,1808,17344,1436,18,7
947,48,A,4797,42529,1086,36830,1515,15,4
948,41,B,7245,11955,1358,33193,1559,13,6
949,29,B,5998,20331,1268,21797,1775,20,5
950,34,A,4045,9492,753,20151,1804,22,3
951,51,B,7329,17606,1060,24137,1410,18,6
952,29,D,1924,3985,517,37514,1530,11,1
953,46,A,5281,22039,1269,36614,1112,15,5
954,29,A,4942,25716,1097,26361,1673,17,4
955,32,A,4985,20234,920,32790,1447,14,4
956,34,C,3499,14801,903,34792,1815,14,2
957,42,B,10024,41547,1069,36234,1030,16,9
958,35,B,6638,18399,1172,18317,1669,18,5
959,59,E,7942,72895,1609,38289,2204,20,6
960,51,D,2776,5637,588,24180,1942,11,1
961,42,A,5241,16516,1129,29294,2410,21,3
962,49,D,1794,4094,548,16902,1747,10,1
963,14,E,7949,30959,1613,17855,2113,22,6
964,37,C,3302,10597,765,17515,1634,9,2
965,49,C,3617,4502,688,32163,1914,13,2
966,44,E,7356,85807,1864,32220,1509,17,6
967,43,D,2516,4945,523,41054,1363,10,2
968,48,E,8553,80708,2028,35647,844,16,8
969,41,C,4140,4103,561,29450,1423,13,3
970,46,C,4108,11007,701,30842,1817,12,3
971,39,C,3074,8140,827,38163,1449,14,2
972,36,D,1868,5053,470,31730,1577,10,1
973,36,E,6861,33990,1845,24423,1218,18,6
974,48,D,2277,4763,510,38735,1578,9,1
975,43,B,4687,13962,1096,25993,2161,15,3
976,44,E,9273,49668,2126,23663,1338,19,8
977,50,D,1926,379,525,39579,1822,14,1
978,46,B,7406,29094,1160,32358,1264,17,7
979,43,D,3548,6363,474,36679,1521,13,3
980,25,A,5534,20340,1048,31950,1432,18,5
981,46,C,3594,8841,856,27122,2094,10,2
982,45,D,3447,8044,575,34148,1342,15,3
983,27,B,5989,17129,962,28974,1996,17,4
984,13,E,8207,49440,2234,35690,1936,19,7
985,42,C,3319,9614,716,18256,1679,14,2
986,48,A,4732,14711,778,39689,1357,14,4
987,52,E,8501,56425,1897,21586,1969,16,7
988,32,E,6949,1175,1558,26164,1805,17,6
989,40,B,6792,20817,1218,30365,1847,16,5
990,51,A,4491,27660,1268,36163,2252,16,3
991,33,D,2582,4572,481,26511,1493,13,2
992,53,E,8643,44305,1565,21974,1728,17,7
993,30,B,6051,19198,1295,17704,2115,17,4
994,37,D,2090,4731,581,20200,1891,13,1
995,38,D,2035,4866,489,29334,1545,15,1
996,34,C,3420,3842,1019,31329,1831,15,2
997,29,D,2377,3440,524,26247,1571,11,1
998,45,C,3164,10077,634,35285,1418,19,2
999,30,D,3580,5700,501,31220,1307,15,3
1000,42,B,7389,18793,1179,29897,2020,18,6
1001,48,C,3167,3719,833,40399,1857,14,2
1002,48,A,5875,28528,1074,30458,2024,16,4
1003,39,C,3418,12173,720,28561,1729,15,2
1004,30,B,4599,15784,1077,25832,1611,21,3
1005,32,D,2635,5930,492,31821,2257,15,1
1006,45,E,7822,70455,2089,29378,1618,20,7
1007,46,D,779,1456,445,28732,1679,12,0
1008,39,C,3362,5861,941,39527,1858,14,2
1009,31,A,5509,36413,990,23652,1492,14,5
1010,58,E,8660,46585,1913,30430,1287,21,8
1011,38,B,6135,27636,1206,40576,1818,18,5
1012,44,E,8767,3562,2216,19449,1692,17,8
1013,44,B,7151,34316,1133,31182,1988,14,6
1014,50,E,7261,22954,1646,35490,1082,19,7
1015,36,A,4830,22100,1170,36236,1585,11,4
1016,49,E,7483,58803,1694,28597,2238,17,6
1017,49,B,6929,22624,1177,16549,2109,14,5
1018,25,E,7924,22553,1694,30472,1160,18,7
1019,42,E,8626,88968,1875,35517,1473,19,8
1020,40,A,6143,25100,758,39040,2046,21,5
1021,43,A,4786,20355,1002,25267,2322,16,3
1022,47,B,7065,24974,1004,27881,1640,14,6
1023,35,E,7111,52146,1943,35305,1747,19,6
1024,60,E,6604,53003,1831,17044,1622,21,5
1025,48,D,3293,5759,473,29120,1673,11,2
1026,39,C,4099,17585,818,18411,1402,12,3
1027,44,D,2232,3668,578,21618,1845,12,1
1028,48,E,7961,97761,1818,28468,1724,17,7
1029,48,E,7426,49257,2189,20669,1190,20,7
1030,35,C,3405,912,928,25733,1555,15,2
1031,20,C,3369,6417,811,41756,1435,16,2
1032,33,A,4232,15932,901,26168,1234,13,3
1033,45,A,4761,24203,873,19446,2044,17,3
1034,29,C,3675,3028,799,22901,1444,15,3
1035,38,C,3900,3831,996,34998,2299,12,2
1036,27,B,5427,16705,1100,20332,1228,16,5
1037,23,E,8230,40295,1686,22603,2188,20,7
1038,53,C,4320,4563,598,25392,1473,14,3
1039,52,A,4677,24691,1401,28846,1665,18,4
1040,29,B,6860,26558,1248,17953,1816,17,6
1041,55,A,5336,19406,1066,25159,1745,18,4
1042,37,B,7009,28057,1282,37727,2091,16,5
1043,52,B,7688,34076,1190,17430,1198,19,7
1044,35,D,2910,5370,464,26404,1809,13,2
1045,53,A,4292,32609,842,41924,2072,18,3
1046,32,A,5291,34155,1034,18983,1699,18,4
1047,38,E,6955,24651,1881,40477,1635,15,6
1048,42,E,6673,61560,1369,34438,1679,17,5
1049,28,B,5767,24045,1037,34446,1716,16,5
1050,59,B,7498,23420,1359,31954,1390,20,7
1051,33,C,3043,10158,831,23360,1339,12,2
1052,35,A,5144,17774,907,17149,2264,15,3
1053,61,C,3728,10963,1035,25944,1411,16,3
1054,59,C,3915,4823,690,37501,1350,16,3
1055,47,A,4885,36891,1278,23910,1453,13,4
1056,36,A,4774,30440,981,24255,1478,16,4
1057,54,D,3117,3970,529,20897,1445,7,2
1058,25,A,4574,26637,1122,30712,1679,19,3
1059,53,B,6772,16914,1196,29744,2720,17,5
1060,34,E,7600,20411,1678,40917,1716,18,6
1061,54,E,8105,70274,1912,20627,1535,18,7
1062,24,A,5088,28888,726,20619,1301,17,4
1063,35,D,2511,6760,534,20791,1611,10,1
1064,34,E,8495,65508,1431,37345,1781,18,7
1065,26,C,3415,8396,777,28247,1128,16,3
1066,50,D,1971,2884,549,27789,2125,15,0
1067,39,B,6813,21959,1109,18920,1919,16,5
1068,28,A,4312,25525,817,26701,1718,16,3
1069,48,B,5609,21284,1257,32069,1680,17,4
1070,34,A,5334,21756,750,19773,1356,18,4
1071,33,A,5921,38222,1300,32170,1724,16,5
1072,26,B,7915,20350,1218,20981,2337,16,6
1073,43,B,7664,19483,1368,34724,1977,20,6
1074,51,A,5646,28363,936,36021,1650,16,4
1075,48,B,8057,21031,1276,39827,1609,20,7
1076,39,A,4718,21060,709,15751,1812,22,3
1077,34,E,8329,37617,1432,33119,1258,18,8
1078,19,A,4737,40119,1202,28030,2226,18,3
1079,33,D,2877,6446,499,32458,1955,14,1
1080,49,A,4863,26935,767,24468,1359,19,4
1081,32,C,3049,1240,518,15831,1814,19,2
1082,48,B,6271,35297,1200,30646,1741,20,5
1083,58,C,3197,8967,732,26730,2213,13,1
1084,57,B,7275,20798,1249,23385,1302,18,6
1085,33,A,4973,27033,1068,30502,2401,17,3
1086,37,D,1302,2969,442,37091,1383,13,0
1087,57,B,7358,36927,1007,18069,1793,13,6
1088,50,A,5065,19964,974,23325,1416,18,4
1089,26,E,6831,2133,979,41143,1688,16,6
1090,31,E,9250,103553,1464,20757,1461,21,8
1091,41,A,5141,4874,1085,36106,2005,15,4
1092,46,E,8136,83542,1550,35947,1528,18,7
1093,36,A,5615,16960,1071,34494,1572,14,5
1094,17,B,6198,22256,1182,16227,1513,17,5
1095,43,C,3572,17518,855,18357,2025,15,2
1096,40,C,3968,10971,768,22177,1837,16,3
1097,49,E,8266,38570,1829,21623,1435,17,7
1098,18,C,4064,2434,930,39565,1675,16,3
1099,40,D,1892,3622,491,41226,1538,13,1
1100,53,C,3510,7129,862,19377,1871,16,2
1101,46,C,3689,8403,1206,19136,1733,17,2
1102,61,A,4992,22317,880,38488,1057,17,4
1103,41,C,3448,1772,906,17497,1967,15,2
1104,35,A,5487,32532,1117,18805,1061,18,5
1105,44,A,5161,24676,835,17175,2154,18,4
1106,38,D,2965,2541,469,36972,1929,12,2
1107,36,E,8614,37054,1933,39273,1486,20,8
1108,33,B,5211,8106,1384,29151,2349,16,3
1109,32,B,6016,23336,1065,25852,2003,14,5
1110,21,A,4715,23128,979,20085,1408,17,4
1111,43,C,3226,2409,802,40569,2006,15,2
1112,47,C,4098,13510,777,40764,1772,16,3
1113,36,D,2891,7842,456,39426,1913,14,1
1114,38,B,7962,35166,1238,37725,1175,17,7
1115,52,E,7911,15890,1610,19632,1862,21,7
1116,24,B,6076,24094,1345,37034,2405,19,4
1117,63,A,5544,32275,801,25319,1728,16,4
1118,36,C,3818,5236,734,29283,1455,15,3
1119,41,E,8133,31949,1907,24784,1510,20,7
1120,59,E,7123,35643,2388,32289,1644,19,6
1121,58,A,5029,17652,606,31132,1456,18,4
